times,wx (rad/s),wy (rad/s),wz (rad/s),GaitPhase
10.867,-0.31,0.52,-0.294226188993992,step
10.869,-0.3,0.5,-0.286624157752366,step
10.871,-0.3,0.48,-0.279209380888985,step
10.878,-0.29,0.46,-0.271978192445066,step
10.879,-0.29,0.45,-0.264928003003236,step
10.879,-0.29,0.43,-0.258057297096325,step
10.881,-0.3,0.41,-0.251365625739611,step
10.883,-0.3,0.39,-0.244853594134488,step
10.885,-0.31,0.37,-0.238522844598064,step
10.897,-0.31,0.35,-0.232376034782678,step
10.898,-0.31,0.33,-0.226416811261718,step
10.899,-0.31,0.31,-0.220649778572884,step
10.899,-0.31,0.3,-0.215080463827036,step
10.899,-0.31,0.29,-0.209715277009108,step
10.901,-0.3,0.28,-0.204561467116959,step
10.904,-0.3,0.28,-0.199627074303783,step
10.908,-0.3,0.28,-0.19492087820975,step
10.909,-0.29,0.3,-0.190452342688639,step
10.91,-0.29,0.31,-0.186231557155371,step
10.913,-0.29,0.33,-0.182269174800379,step
10.915,-0.29,0.34,-0.178576347936475,step
10.917,-0.29,0.37,-0.175164660762779,step
10.919,-0.29,0.4,-0.172046059848135,step
10.923,-0.29,0.43,-0.169232782652837,step
10.925,-0.29,0.47,-0.166737284422385,step
10.927,-0.29,0.5,-0.164572163800277,step
10.929,-0.29,0.53,-0.162750087518434,step
10.931,-0.29,0.56,-0.161283714533732,step
10.934,-0.29,0.59,-0.160185619987112,step
10.937,-0.29,0.61,-0.159468219367844,step
10.94,-0.29,0.62,-0.159143693269566,step
10.942,-0.29,0.63,-0.159223913126372,step
10.943,-0.3,0.63,-0.159720368316215,step
10.946,-0.3,0.63,-0.160644095014857,step
10.95,-0.3,0.61,-0.162005607176475,step
10.952,-0.31,0.61,-0.163814830006952,step
10.953,-0.3,0.6,-0.166081036283105,step
10.957,-0.3,0.58,-0.168812785856026,step
10.959,-0.3,0.56,-0.172017868659816,step
10.961,-0.3,0.53,-0.175703251528364,step
10.964,-0.3,0.5,-0.179875029102723,step
10.965,-0.29,0.47,-0.184538379090265,step
10.968,-0.28,0.46,-0.189697522114431,step
10.97,-0.29,0.45,-0.195355686370857,step
10.974,-0.29,0.44,-0.20151507728215,step
10.976,-0.29,0.45,-0.20817685232008,step
10.979,-0.29,0.45,-0.215341101140548,step
10.98,-0.28,0.45,-0.223006831154099,step
10.982,-0.29,0.44,-0.2311719586332,step
10.986,-0.29,0.43,-0.239833305437119,step
10.994,-0.28,0.42,-0.24898660141552,step
10.995,-0.28,0.41,-0.258626492532259,step
10.996,-0.28,0.41,-0.268746554730758,step
10.996,-0.29,0.41,-0.279339313541217,step
10.999,-0.29,0.41,-0.290396269406759,step
11.002,-0.3,0.42,-0.301907928679872,step
11.002,-0.3,0.43,-0.313863840211883,step
11.003,-0.31,0.44,-0.326252637427047,step
11.016,-0.32,0.45,-0.339062085739605,step
11.017,-0.33,0.47,-0.352279135137419,step
11.017,-0.34,0.49,-0.365889977720066,step
11.018,-0.35,0.5,-0.379880109943152,step
11.019,-0.36,0.52,-0.394234399284361,step
11.019,-0.37,0.53,-0.408937155010835,step
11.026,-0.38,0.53,-0.423972202692313,step
11.027,-0.39,0.53,-0.439322962070472,step
11.027,-0.4,0.52,-0.4549725278625,step
11.028,-0.41,0.51,-0.470903753046464,step
11.03,-0.41,0.5,-0.487099334147827,step
11.034,-0.41,0.48,-0.503541898021215,step
11.036,-0.42,0.46,-0.520214089600039,step
11.038,-0.42,0.45,-0.537098660069739,step
11.042,-0.43,0.45,-0.554178554909044,step
11.043,-0.43,0.44,-0.571437001237806,step
11.045,-0.44,0.45,-0.588857593909799,step
11.049,-0.45,0.45,-0.606424379794054,step
11.05,-0.47,0.45,-0.624121939698509,step
11.052,-0.47,0.45,-0.641935467404792,step
11.054,-0.48,0.44,-0.659850845302648,step
11.059,-0.49,0.43,-0.677854716136863,step
11.06,-0.5,0.42,-0.695934550408241,step
11.061,-0.5,0.42,-0.714078709003141,step
11.064,-0.5,0.42,-0.732276500663101,step
11.066,-0.5,0.42,-0.750518233946525,step
11.069,-0.5,0.43,-0.768795263377643,step
11.076,-0.5,0.45,-0.787100029523034,step
11.077,-0.5,0.47,-0.80542609278248,step
11.077,-0.5,0.5,-0.823768160728514,step
11.078,-0.51,0.53,-0.842122108877305,step
11.082,-0.52,0.56,-0.86048499482187,step
11.084,-0.53,0.6,-0.878855065706416,step
11.085,-0.54,0.65,-0.897231759067306,step
11.088,-0.55,0.68,-0.91561569711122,step
11.09,-0.56,0.73,-0.934008674543698,step
11.095,-0.57,0.77,-0.952413640100938,step
11.096,-0.58,0.81,-0.970834671973952,step
11.098,-0.59,0.85,-0.989276947346542,step
11.099,-0.59,0.88,-1.00774670629671,step
11.103,-0.59,0.92,-1.02625121033487,step
11.107,-0.59,0.95,-1.04479869587148,step
11.108,-0.58,0.98,-1.06339832292089,step
11.109,-0.58,1,-1.08206011935799,step
11.112,-0.59,1.01,-1.10079492104762,step
11.114,-0.6,1.01,-1.11961430816597,step
11.118,-0.62,1.03,-1.13853053802703,step
11.12,-0.62,1.03,-1.15755647471782,step
11.123,-0.63,1.03,-1.17670551583453,step
11.124,-0.63,1.01,-1.19599151659788,step
11.126,-0.63,1.01,-1.21542871161195,step
11.129,-0.62,0.99,-1.23503163451594,step
11.134,-0.62,0.98,-1.25481503576411,step
11.134,-0.61,0.95,-1.27479379875571,step
11.136,-0.61,0.93,-1.29498285452425,step
11.144,-0.61,0.92,-1.31539709518516,step
11.145,-0.61,0.89,-1.33605128633217,step
11.146,-0.6,0.87,-1.35695997856689,step
11.146,-0.6,0.85,-1.37813741834218,step
11.148,-0.6,0.83,-1.39959745829871,step
11.15,-0.6,0.8,-1.42135346727474,step
11.154,-0.6,0.79,-1.44341824017202,step
11.167,-0.61,0.77,-1.46580390786492,step
11.168,-0.61,0.76,-1.48852184734534,step
11.169,-0.62,0.75,-1.51158259230165,step
11.169,-0.63,0.74,-1.53499574433622,step
11.17,-0.63,0.75,-1.55876988503165,step
11.17,-0.64,0.75,-1.5829124890811,step
11.171,-0.65,0.75,-1.60742983870279,step
11.175,-0.65,0.76,-1.63232693956359,step
11.176,-0.65,0.77,-1.65760743844066,step
11.178,-0.65,0.78,-1.68327354285584,step
11.18,-0.65,0.8,-1.70932594292218,step
11.181,-0.65,0.8,-1.73576373564824,step
11.184,-0.65,0.81,-1.76258435195138,step
11.186,-0.66,0.81,-1.78978348663737,step
11.191,-0.66,0.81,-1.81735503160872,step
11.192,-0.66,0.82,-1.84529101256941,step
11.194,-0.66,0.82,-1.87358152949761,step
11.196,-0.66,0.83,-1.90221470116143,step
11.199,-0.66,0.83,-1.93117661395439,step
11.202,-0.67,0.83,-1.96045127532869,step
11.205,-0.66,0.84,-1.99002057210331,step
11.207,-0.66,0.85,-2.01986423392232,step
11.208,-0.66,0.86,-2.04995980213604,step
11.21,-0.66,0.88,-2.08028260437441,step
11.215,-0.66,0.9,-2.11080573507754,step
11.217,-0.66,0.92,-2.1415000422437,step
11.217,-0.66,0.94,-2.17233412064916,step
11.221,-0.66,0.97,-2.20327431178743,step
11.223,-0.66,0.99,-2.23428471076723,step
11.226,-0.65,1.01,-2.26532718039947,step
11.229,-0.64,1.01,-2.29636137269293,step
11.229,-0.64,1.01,-2.32734475796656,step
11.233,-0.64,0.98,-2.35823266177279,step
11.235,-0.64,0.93,-2.38897830981004,step
11.242,-0.64,0.87,-2.41953288098468,step
11.244,-0.62,0.81,-2.4498455687615,step
11.244,-0.58,0.76,-2.47986365091876,step
11.245,-0.52,0.71,-2.50953256779679,step
11.248,-0.45,0.67,-2.53879600909765,step
11.251,-0.38,0.65,-2.56759600925639,step
11.254,-0.33,0.66,-2.59587305136103,step
11.254,-0.29,0.69,-2.62356617954918,step
11.257,-0.28,0.75,-2.65061311975613,step
11.26,-0.3,0.84,-2.67695040863389,step
11.263,-0.34,0.95,-2.7025135304054,step
11.265,-0.38,1.07,-2.72723706136552,step
11.267,-0.44,1.19,-2.75105482169074,step
11.269,-0.48,1.3,-2.773900034174,step
11.271,-0.52,1.39,-2.79570548945828,step
11.278,-0.53,1.47,-2.81640371730364,step
11.279,-0.53,1.55,-2.83592716338431,step
11.279,-0.52,1.61,-2.85420837107697,step
11.28,-0.5,1.68,-2.87118016766551,step
11.283,-0.48,1.75,-2.88677585435319,step
11.288,-0.46,1.84,-2.90092939943953,step
11.29,-0.43,1.94,-2.91357563398632,step
11.29,-0.41,2.07,-2.92465044926564,step
11.293,-0.38,2.21,-2.93409099525276,step
11.295,-0.36,2.37,-2.94183587939826,step
11.298,-0.34,2.53,-2.94782536488898,step
11.301,-0.33,2.71,-2.9520015675853,step
11.302,-0.32,2.89,-2.95430865080514,step
11.305,-0.32,3.05,-2.95469301711303,swing
11.308,-0.33,3.19,-2.95310349626614,swing
11.319,-0.37,3.29,-2.94949152846921,swing
11.32,-0.42,3.35,-2.94381134209686,swing
11.32,-0.51,3.34,-2.93602012505543,swing
11.32,-0.64,3.27,-2.92607818897647,swing
11.32,-0.79,3.12,-2.91394912546092,swing
11.322,-0.96,2.89,-2.89959995362539,swing
11.326,-1.17,2.65,-2.8830012582411,swing
11.326,-1.35,2.39,-2.86412731780098,swing
11.329,-1.5,2.16,-2.84295622190237,swing
11.331,-1.59,1.96,-2.8194699773905,swing
11.335,-1.64,1.8,-2.79365460277085,swing
11.337,-1.64,1.66,-2.76550021046217,swing
11.34,-1.61,1.53,-2.73500107652519,swing
11.343,-1.55,1.4,-2.70215569755781,swing
11.343,-1.46,1.29,-2.66696683449565,swing
11.347,-1.37,1.18,-2.62944154309354,swing
11.349,-1.26,1.09,-2.58959119088932,swing
11.35,-1.14,1.03,-2.54743146046737,swing
11.353,-1,1,-2.5029823388477,swing
11.356,-0.88,1,-2.45626809283036,swing
11.359,-0.75,1.03,-2.4073172301278,swing
11.361,-0.63,1.08,-2.35616244612376,swing
11.363,-0.52,1.13,-2.30284055610996,swing
11.365,-0.42,1.18,-2.24739241287411,swing
11.367,-0.34,1.22,-2.18986280954646,swing
11.371,-0.28,1.27,-2.13030036765913,swing
11.374,-0.24,1.31,-2.06875741043202,swing
11.375,-0.21,1.35,-2.005289821371,swing
11.377,-0.2,1.4,-1.93995688834661,swing
11.379,-0.21,1.43,-1.87282113341235,swing
11.384,-0.25,1.45,-1.80394812871888,swing
11.385,-0.3,1.47,-1.73340629898194,swing
11.386,-0.36,1.48,-1.66126671106491,swing
11.394,-0.43,1.49,-1.58760285134151,swing
11.394,-0.48,1.51,-1.51249039160845,swing
11.395,-0.54,1.53,-1.43600694442092,swing
11.397,-0.58,1.55,-1.35823180882581,swing
11.398,-0.6,1.58,-1.27924570756626,swing
11.401,-0.63,1.61,-1.19913051692658,swing
11.403,-0.63,1.64,-1.1179689904768,swing
11.41,-0.63,1.68,-1.03584447806074,swing
11.411,-0.6,1.72,-0.952840641448628,swing
11.411,-0.57,1.76,-0.869041168144167,swing
11.412,-0.52,1.81,-0.784529484894186,swing
11.415,-0.45,1.86,-0.699388472495191,swing
11.418,-0.37,1.91,-0.613700183522469,swing
11.425,-0.28,1.97,-0.527545564622696,swing
11.426,-0.17,2.02,-0.441004185008161,swing
11.427,-0.07,2.06,-0.354153972768534,swing
11.427,0.03,2.1,-0.26707096057402,swing
11.431,0.13,2.13,-0.179829042281997,swing
11.433,0.23,2.15,-0.092499741878907,swing
11.434,0.31,2.17,-0.005151996091948,swing
11.436,0.39,2.19,0.082148048107458,swing
11.444,0.46,2.21,0.169337220012211,swing
11.445,0.52,2.22,0.256355494740528,swing
11.445,0.56,2.22,0.343146145034698,swing
11.446,0.6,2.22,0.429655874633533,swing
11.449,0.63,2.22,0.51583493270846,swing
11.451,0.66,2.21,0.60163720900889,swing
11.457,0.69,2.18,0.68702030951761,swing
11.458,0.72,2.15,0.771945612569446,swing
11.459,0.75,2.1,0.856378305533565,swing
11.461,0.77,2.02,0.940287402299092,swing
11.463,0.8,1.94,1.0236457419328,swing
11.467,0.81,1.82,1.10642996899392,swing
11.469,0.82,1.68,1.18862049609292,swing
11.471,0.83,1.52,1.27020144936594,swing
11.474,0.85,1.35,1.35116059760529,swing
11.475,0.86,1.16,1.43148926583596,swing
11.48,0.87,0.95,1.51118223416167,swing
11.481,0.89,0.74,1.59023762272046,swing
11.482,0.92,0.53,1.66865676359184,swing
11.486,0.95,0.31,1.74644406048796,swing
11.488,0.98,0.09,1.82360683704119,swing
11.491,1.02,-0.13,1.90015517447422,swing
11.493,1.07,-0.35,1.97610173940721,swing
11.494,1.12,-0.57,2.05146160252313,swing
11.499,1.16,-0.78,2.12625204877867,swing
11.5,1.21,-0.99,2.20049237981603,swing
11.503,1.26,-1.18,2.27420370920187,swing
11.508,1.31,-1.37,2.34740875109565,swing
11.509,1.34,-1.54,2.42013160292993,swing
11.51,1.39,-1.7,2.49239752267175,swing
11.512,1.42,-1.84,2.56423270122576,swing
11.516,1.45,-1.97,2.63566403053684,swing
11.519,1.48,-2.08,2.70671886795187,swing
11.519,1.51,-2.18,2.77742479740681,swing
11.528,1.53,-2.27,2.84780938801481,swing
11.529,1.55,-2.36,2.91789995064434,swing
11.53,1.56,-2.43,2.9877232930912,swing
11.531,1.58,-2.5,3.05730547446609,swing
11.532,1.6,-2.56,3.12667155943766,swing
11.533,1.62,-2.62,3.1958453729915,swing
11.536,1.65,-2.67,3.26484925638607,swing
11.551,1.68,-2.71,3.33370382500819,swing
11.552,1.71,-2.75,3.40242772885307,swing
11.553,1.74,-2.78,3.47103741637555,swing
11.553,1.77,-2.81,3.53954690248099,swing
11.554,1.82,-2.83,3.60796754144498,swing
11.554,1.85,-2.85,3.67630780557145,swing
11.555,1.89,-2.86,3.74457307041727,swing
11.558,1.92,-2.87,3.81276540742861,swing
11.559,1.95,-2.88,3.88088338484898,swing
11.56,1.98,-2.88,3.94892187777047,swing
11.563,2.01,-2.89,4.0168718882082,swing
11.565,2.04,-2.88,4.0847203760818,swing
11.566,2.06,-2.88,4.15245010198781,swing
11.569,2.09,-2.87,4.220039482642,swing
11.574,2.11,-2.86,4.28746245986194,swing
11.577,2.12,-2.84,4.35468838394602,swing
11.578,2.14,-2.81,4.42168191228651,swing
11.579,2.16,-2.78,4.4884029240298,swing
11.581,2.18,-2.76,4.55480645156676,swing
11.583,2.2,-2.73,4.62084262960068,swing
11.587,2.22,-2.71,4.68645666249923,swing
11.59,2.24,-2.68,4.75158881059108,swing
11.591,2.25,-2.65,4.81617439601748,swing
11.594,2.27,-2.62,4.88014382869286,swing
11.596,2.29,-2.58,4.94342265286878,swing
11.6,2.3,-2.53,5.00593161472943,swing
11.601,2.31,-2.48,5.06758675137729,swing
11.603,2.32,-2.42,5.12829950149296,swing
11.607,2.33,-2.36,5.18797683787426,swing
11.609,2.34,-2.29,5.24652142197746,swing
11.611,2.35,-2.22,5.30383178049583,swing
11.614,2.36,-2.13,5.35980250392053,swing
11.615,2.38,-2.05,5.41432446693336,swing
11.617,2.39,-1.96,5.4672850703833,swing
11.62,2.41,-1.87,5.51856850449753,swing
11.624,2.42,-1.78,5.56805603287383,swing
11.626,2.44,-1.68,5.61562629669547,swing
11.627,2.45,-1.59,5.66115563850231,swing
11.629,2.47,-1.51,5.70451844474342,swing
11.633,2.47,-1.43,5.74558750622931,swing
11.636,2.48,-1.36,5.78423439549565,swing
11.638,2.48,-1.28,5.82032985998675,swing
11.639,2.47,-1.22,5.85374422986757,swing
11.642,2.46,-1.16,5.88434783917701,swing
11.644,2.44,-1.11,5.91201145894635,swing
11.648,2.42,-1.07,5.93660674082306,swing
11.65,2.39,-1.04,5.95800666966434,swing
11.652,2.36,-1.02,5.97608602349605,swing
11.653,2.32,-1.02,5.99072183917224,swing
11.66,2.27,-1.02,6.00179388201803,swing
11.661,2.22,-1.04,6.00918511769587,swing
11.662,2.16,-1.07,6.01278218450098,swing
11.663,2.1,-1.11,6.01247586426615,swing
11.665,2.04,-1.16,6.00816155003862,swing
11.668,1.98,-1.22,5.9997397086815,swing
11.68,1.92,-1.27,5.98711633654915,swing
11.681,1.87,-1.33,5.97020340638916,swing
11.682,1.81,-1.38,5.94891930363309,swing
11.682,1.76,-1.44,5.9231892502532,swing
11.682,1.71,-1.49,5.89294571438353,swing
11.683,1.66,-1.53,5.85812880393074,swing
11.685,1.62,-1.56,5.81868664243412,swing
11.687,1.58,-1.58,5.7745757254742,swing
11.69,1.55,-1.58,5.7257612559759,swing
11.692,1.52,-1.57,5.67221745680464,swing
11.695,1.49,-1.53,5.613927859112,swing
11.697,1.46,-1.49,5.55088556495025,swing
11.699,1.43,-1.43,5.48309348274361,swing
11.702,1.41,-1.36,5.410564534276,swing
11.704,1.38,-1.27,5.33332183193186,swing
11.708,1.35,-1.17,5.25139882500687,swing
11.71,1.33,-1.06,5.16483941398981,swing
11.712,1.3,-0.95,5.07369803180458,swing
11.713,1.26,-0.82,4.9780396910941,swing
11.716,1.23,-0.69,4.87793999672448,swing
11.72,1.19,-0.54,4.77348512278954,swing
11.724,1.17,-0.37,4.6647717535027,swing
11.725,1.12,-0.21,4.55190698747589,swing
11.726,1.09,-0.03,4.43500820500396,swing
11.729,1.04,0.15,4.31420289809876,swing
11.732,1,0.33,4.18962846314969,swing
11.734,0.95,0.51,4.06143195622682,swing
11.736,0.91,0.7,3.9297698111887,swing
11.738,0.86,0.87,3.79480752090826,swing
11.741,0.81,1.04,3.65671928208835,swing
11.743,0.76,1.2,3.51568760430116,swing
11.746,0.72,1.35,3.37190288405424,swing
11.747,0.67,1.49,3.2255629448599,swing
11.749,0.62,1.61,3.07687254446462,swing
11.752,0.58,1.69,2.92604285058108,swing
11.76,0.54,1.74,2.77329088665879,swing
11.761,0.49,1.76,2.61883894942927,swing
11.762,0.45,1.74,2.4629140001693,swing
11.763,0.41,1.69,2.30574703183874,swing
11.764,0.36,1.63,2.14757241446664,swing
11.77,0.31,1.56,1.9886272213767,swing
11.783,0.25,1.48,1.82915053905722,swing
11.784,0.19,1.39,1.66938276368634,swing
11.784,0.13,1.29,1.50956488751703,swing
11.784,0.06,1.2,1.34993777850212,swing
11.784,-0.01,1.1,1.19074145669577,swing
11.785,-0.08,1,1.03221437109918,swing
11.785,-0.16,0.9,0.874592680723468,swing
11.786,-0.24,0.81,0.71810954371906,swing
11.792,-0.33,0.71,0.562994418465866,swing
11.793,-0.41,0.61,0.409472380529757,swing
11.794,-0.5,0.52,0.257763459365437,swing
11.795,-0.58,0.42,0.108081998581632,swing
11.798,-0.67,0.33,-0.039363956520468,swing
11.8,-0.75,0.24,-0.184373240571756,swing
11.804,-0.82,0.16,-0.326752115549819,swing
11.809,-0.87,0.06,-0.466314780845433,swing
11.809,-0.92,-0.03,-0.602883843120821,swing
11.81,-0.95,-0.12,-0.736290743418605,swing
11.812,-0.96,-0.2,-0.866376139336935,swing
11.816,-0.95,-0.27,-0.992990240475319,swing
11.818,-0.93,-0.33,-1.11599309577145,swing
11.819,-0.91,-0.37,-1.23525483178549,swing
11.823,-0.88,-0.39,-1.35065584143853,swing
11.824,-0.84,-0.4,-1.46208692317125,swing
11.828,-0.81,-0.39,-1.56944937095094,swing
11.83,-0.78,-0.35,-1.67265501601676,swing
11.831,-0.76,-0.3,-1.77162622170878,swing
11.833,-0.74,-0.23,-1.86629583317206,swing
11.836,-0.72,-0.14,-1.95660708415813,swing
11.84,-0.71,-0.03,-2.04251346355822,swing
11.842,-0.67,0.12,-2.12397854468959,swing
11.843,-0.62,0.31,-2.20097578071261,swing
11.846,-0.51,0.56,-2.27348826987256,swing
11.849,-0.32,0.95,-2.34150849452568,swing
11.852,0,1.51,-2.40503803810999,swing
11.853,0.36,2.13,-2.46408728433832,swing
11.859,0.66,2.56,-2.51867510290381,swing
11.86,0.8,2.59,-2.5688285258739,swing
11.861,0.85,2.2,-2.614582418692,swing
11.864,0.81,1.57,-2.6559791493038,swing
11.866,0.66,0.9,-2.69306825839265,swing
11.867,0.36,0.36,-2.72590613308192,swing
11.87,-0.08,0.04,-2.7545556857876,swing
11.882,-0.55,-0.13,-2.7790860392334,swing
11.883,-0.92,-0.28,-2.79957221801909,swing
11.884,-1.16,-0.39,-2.81609484659815,swing
11.884,-1.33,-0.47,-2.8287398530972,swing
11.884,-1.45,-0.53,-2.83759817810536,swing
11.885,-1.52,-0.62,-2.84276548737217,swing
11.891,-1.55,-0.74,-2.84434188726213,step
11.892,-1.56,-0.89,-2.84243164180478,step
11.892,-1.56,-1.05,-2.83714289023449,step
11.894,-1.55,-1.19,-2.82858736402137,step
11.897,-1.54,-1.33,-2.81688010254383,step
11.9,-1.54,-1.48,-2.80213916673507,step
11.902,-1.55,-1.66,-2.78448535024252,step
11.904,-1.56,-1.89,-2.76404188785875,step
11.909,-1.58,-2.17,-2.74093416120568,step
11.91,-1.59,-2.47,-2.71528940186782,step
11.912,-1.6,-2.78,-2.68723639236621,step
11.914,-1.62,-3.08,-2.65690516553354,step
11.915,-1.61,-3.35,-2.62442670298896,step
11.918,-1.61,-3.59,-2.58993263351559,step
11.921,-1.59,-3.79,-2.55355493221705,step
11.925,-1.58,-3.93,-2.51542562137368,step
11.926,-1.55,-4,-2.47567647393959,step
11.928,-1.52,-4,-2.43443872062174,step
11.93,-1.48,-3.9,-2.391842761467,step
11.933,-1.42,-3.73,-2.34801788285492,step
11.936,-1.35,-3.5,-2.30309198075579,step
11.942,-1.25,-3.26,-2.25719129106656,step
11.943,-1.13,-3.02,-2.21044012778302,step
11.943,-1.02,-2.76,-2.16296062970544,step
11.945,-0.89,-2.51,-2.11487251630893,step
11.948,-0.78,-2.26,-2.0662928533413,step
11.95,-0.67,-2.01,-2.01733582864372,step
11.952,-0.58,-1.75,-1.96811253862587,step
11.954,-0.51,-1.49,-1.91873078577114,step
11.957,-0.46,-1.22,-1.86929488750053,step
11.961,-0.44,-0.94,-1.81990549668828,step
11.962,-0.44,-0.65,-1.7706594340974,step
11.964,-0.47,-0.36,-1.7216495329886,step
11.967,-0.52,-0.09,-1.67296449615016,step
11.969,-0.59,0.17,-1.62468876559641,step
11.977,-0.67,0.41,-1.57690240518748,step
11.979,-0.75,0.63,-1.52968099643035,step
11.979,-0.81,0.83,-1.48309554772926,step
11.981,-0.87,1,-1.43721241736125,step
11.982,-0.9,1.14,-1.39209325045746,step
11.984,-0.93,1.25,-1.34779493027209,step
11.986,-0.93,1.31,-1.3043695440152,step
12.004,-0.93,1.35,-1.26186436351239,step
12.006,-0.92,1.35,-1.220321840931,step
12.006,-0.9,1.32,-1.17977961977871,step
12.006,-0.88,1.28,-1.14027056133543,step
12.007,-0.85,1.2,-1.10182278662288,step
12.007,-0.83,1.11,-1.06445973394955,step
12.007,-0.8,1.01,-1.02820023199111,step
12.009,-0.77,0.9,-0.993058588280165,step
12.009,-0.75,0.79,-0.959044692884458,step
12.01,-0.72,0.68,-0.926164136950731,step
12.012,-0.7,0.57,-0.894418345684302,step
12.015,-0.69,0.46,-0.86380472522254,step
12.019,-0.68,0.34,-0.834316822746609,step
12.021,-0.67,0.23,-0.805944499061431,step
12.025,-0.66,0.11,-0.77867411276145,step
12.025,-0.66,0.01,-0.752488714991765,step
12.027,-0.66,-0.1,-0.727368253713201,step
12.03,-0.66,-0.19,-0.703289786288428,step
12.033,-0.66,-0.27,-0.6802276991269,step
12.034,-0.66,-0.32,-0.658153933061665,step
12.036,-0.65,-0.36,-0.637038213083182,step
12.041,-0.64,-0.37,-0.616848281026047,step
12.042,-0.63,-0.36,-0.59755012979499,step
12.044,-0.62,-0.34,-0.5791082377273,step
12.047,-0.6,-0.31,-0.561485801719621,step
12.048,-0.57,-0.26,-0.544644967796995,step
12.051,-0.54,-0.21,-0.528547057869399,step
12.057,-0.51,-0.16,-0.51315279150397,step
12.058,-0.47,-0.11,-0.498422501637066,step
12.06,-0.44,-0.06,-0.484316343256633,step
12.06,-0.39,-0.03,-0.470794494199102,step
12.062,-0.36,0.01,-0.457817347323536,step
12.066,-0.32,0.03,-0.445345693446581,step
12.069,-0.3,0.06,-0.433340894542762,step
12.07,-0.28,0.08,-0.421765046833918,step
12.074,-0.27,0.11,-0.410581133506849,step
12.075,-0.27,0.13,-0.39975316690781,step
12.078,-0.28,0.15,-0.389246320164291,step
12.08,-0.3,0.18,-0.379027048276834,step
12.082,-0.31,0.22,-0.369063198804721,step
12.084,-0.34,0.24,-0.359324112337956,step
12.086,-0.35,0.28,-0.349780713003548,step
12.091,-0.36,0.33,-0.340405589296786,step
12.092,-0.37,0.38,-0.331173065558484,step
12.094,-0.37,0.43,-0.322059264438188,step
12.096,-0.37,0.48,-0.313042160692599,step
12.099,-0.37,0.52,-0.304101626669393,step
12.102,-0.37,0.56,-0.295219469820968,step
12.104,-0.37,0.59,-0.28637946258222,step
12.112,-0.37,0.61,-0.277567364932915,step
12.113,-0.37,0.63,-0.268770939950163,step
12.114,-0.37,0.65,-0.259979962640711,step
